gender,region,highest_education,imd_band,age_band,num_of_prev_attempts,studied_credits,disability,final_result,score_mean,score_max,score_min,score_std,total_assessments,is_banked_mean,reg_mean,reg_min,unreg_count,clicks_total,vle_mean,vle_max,vle_min,vle_activity_range,engagement_score
F,South East Region,Lower Than A Level,20-30%,0-35,0,60,Y,Withdrawn,0.0,0.0,0.0,0.0,0.0,0.0,-61.0,-61.0,1,0.0,0.0,0.0,0.0,0.0,0.0
F,North Region,Lower Than A Level,0-10%,0-35,0,60,N,Withdrawn,62.0,62.0,62.0,0.0,1.0,0.0,-149.0,-149.0,1,259.0,13.706563706563706,96.0,-16.0,112.0,16058.0
F,South Region,Lower Than A Level,60-70%,0-35,1,90,N,Pass,63.333333333333336,88.0,41.0,14.297700599195748,12.0,0.0,-135.5,-155.0,1,420.0,129.69285714285715,240.0,-3.0,243.0,26600.0
M,South West Region,A Level or Equivalent,70-80%,0-35,0,120,N,Withdrawn,0.0,0.0,0.0,0.0,0.0,0.0,-113.0,-113.0,1,120.0,-11.016666666666667,3.0,-18.0,21.0,0.0
F,North Western Region,A Level or Equivalent,20-30%,0-35,1,30,N,Withdrawn,78.33333333333333,94.0,50.0,24.583192089989726,3.0,0.0,-189.0,-257.0,2,167.0,36.23952095808383,78.0,-18.0,96.0,13081.666666666666
F,East Midlands Region,A Level or Equivalent,70-80%,0-35,0,120,N,Withdrawn,67.83333333333333,100.0,46.0,19.06217895904523,6.0,0.0,-27.0,-29.0,1,151.0,129.7748344370861,238.0,11.0,227.0,10242.833333333332
F,West Midlands Region,Lower Than A Level,10-20,0-35,0,120,N,Pass,73.14285714285714,94.0,21.0,17.701089554842984,21.0,0.0,-79.0,-79.0,0,976.0,111.69159836065573,257.0,-18.0,275.0,71387.42857142857
M,North Western Region,A Level or Equivalent,50-60%,0-35,0,60,N,Fail,91.0,98.0,85.0,6.557438524302,3.0,0.0,-21.0,-21.0,0,131.0,89.93129770992367,156.0,35.0,121.0,11921.0
F,East Midlands Region,A Level or Equivalent,90-100%,35-55,0,60,N,Withdrawn,75.0,75.0,75.0,0.0,1.0,0.0,-162.0,-162.0,1,487.0,17.529774127310063,92.0,-25.0,117.0,36525.0
F,West Midlands Region,A Level or Equivalent,10-20,0-35,0,60,N,Pass,59.083333333333336,83.0,22.0,16.66492415133345,12.0,0.0,-37.0,-37.0,0,1516.0,120.90303430079156,241.0,-17.0,258.0,89570.33333333334
F,South West Region,Lower Than A Level,10-20,0-35,0,120,N,Withdrawn,0.0,0.0,0.0,0.0,0.0,0.0,-136.0,-136.0,1,0.0,0.0,0.0,0.0,0.0,0.0
M,South West Region,A Level or Equivalent,80-90%,0-35,0,120,N,Pass,82.2,100.0,60.0,10.29358512554504,20.0,0.0,-81.0,-81.0,0,607.0,129.82207578253707,242.0,-16.0,258.0,49895.4
F,East Midlands Region,A Level or Equivalent,20-30%,35-55,0,120,N,Pass,77.27272727272727,100.0,56.0,19.016260984173037,11.0,0.0,-92.0,-92.0,0,831.0,119.04933814681107,268.0,-10.0,278.0,64213.63636363636
F,South Region,Lower Than A Level,80-90%,0-35,0,60,N,Fail,0.0,0.0,0.0,0.0,0.0,0.0,-74.0,-74.0,0,0.0,0.0,0.0,0.0,0.0,0.0
M,West Midlands Region,A Level or Equivalent,70-80%,0-35,1,150,N,Distinction,90.16666666666667,94.0,83.0,3.5632807491088454,12.0,0.0,-147.0,-147.0,0,820.0,98.17560975609756,240.0,-12.0,252.0,73936.66666666667
M,Ireland,A Level or Equivalent,60-70%,0-35,0,90,N,Withdrawn,55.86666666666667,74.0,44.0,10.541527855287844,15.0,0.26666666666666666,-23.0,-35.0,1,618.0,97.55501618122977,222.0,-18.0,240.0,34525.6
F,South West Region,A Level or Equivalent,20-30%,0-35,0,180,N,Fail,59.625,90.0,33.0,19.02582830935733,8.0,0.0,-17.5,-21.0,1,315.0,38.355555555555554,200.0,-18.0,218.0,18781.875
M,South Region,Lower Than A Level,20-30%,0-35,0,60,N,Fail,47.0,65.0,30.0,12.909944487358056,7.0,0.0,-72.0,-72.0,0,475.0,106.73473684210526,251.0,-4.0,255.0,22325.0
M,East Midlands Region,A Level or Equivalent,30-40%,0-35,0,180,N,Withdrawn,0.0,0.0,0.0,0.0,0.0,0.0,-200.0,-305.0,2,0.0,0.0,0.0,0.0,0.0,0.0
F,North Region,Lower Than A Level,0-10%,0-35,0,30,N,Fail,55.55555555555556,100.0,20.0,23.511226632776474,9.0,0.0,-1.0,-1.0,0,63.0,128.984126984127,228.0,10.0,218.0,3500.0
M,East Anglian Region,Lower Than A Level,70-80%,0-35,1,60,N,Fail,67.14285714285714,87.0,31.0,18.721009333799035,7.0,0.0,-35.0,-35.0,0,466.0,117.52360515021459,242.0,-25.0,267.0,31288.571428571428
F,East Anglian Region,Lower Than A Level,90-100%,0-35,1,60,N,Fail,64.28571428571429,100.0,40.0,20.491756584346007,14.0,0.5,-62.0,-86.0,1,152.0,53.421052631578945,156.0,5.0,151.0,9771.428571428572
F,Scotland,Lower Than A Level,30-40%,0-35,0,120,N,Fail,64.25,100.0,47.0,24.472773987978286,4.0,0.0,-100.0,-100.0,0,198.0,59.7020202020202,238.0,-8.0,246.0,12721.5
M,East Midlands Region,Lower Than A Level,50-60%,35-55,0,60,N,Fail,25.333333333333332,41.0,15.0,13.79613472438325,3.0,0.0,-193.0,-193.0,0,390.0,78.28717948717949,239.0,-4.0,243.0,9880.0
M,Scotland,A Level or Equivalent,80-90%,0-35,0,90,Y,Withdrawn,71.0,87.0,51.0,14.439529078193653,5.0,0.0,-151.5,-197.0,1,329.0,76.29483282674772,249.0,-18.0,267.0,23359.0
M,Scotland,A Level or Equivalent,50-60%,0-35,0,30,N,Withdrawn,0.0,0.0,0.0,0.0,0.0,0.0,-44.0,-44.0,1,0.0,0.0,0.0,0.0,0.0,0.0
M,West Midlands Region,A Level or Equivalent,70-80%,0-35,0,120,N,Fail,76.25,92.0,69.0,10.719919153924002,4.0,0.0,-138.0,-138.0,0,99.0,28.171717171717173,67.0,-14.0,81.0,7548.75
F,Wales,A Level or Equivalent,40-50%,0-35,0,150,N,Pass,75.0,100.0,60.0,15.22333734763833,9.0,0.0,-63.0,-63.0,0,289.0,131.16608996539793,264.0,-3.0,267.0,21675.0
F,South Region,Lower Than A Level,20-30%,0-35,0,30,N,Fail,58.0,58.0,58.0,0.0,1.0,0.0,-19.0,-19.0,0,38.0,92.52631578947368,134.0,0.0,134.0,2204.0
M,Scotland,A Level or Equivalent,90-100%,0-35,0,30,N,Withdrawn,0.0,0.0,0.0,0.0,0.0,0.0,-79.0,-79.0,1,11.0,6.636363636363637,26.0,-3.0,29.0,0.0
M,London Region,Lower Than A Level,20-30%,0-35,0,120,N,Withdrawn,0.0,0.0,0.0,0.0,0.0,0.0,-28.0,-28.0,1,0.0,0.0,0.0,0.0,0.0,0.0
F,West Midlands Region,A Level or Equivalent,80-90%,35-55,0,120,N,Pass,84.71428571428571,100.0,63.0,16.44771937161722,14.0,0.0,-70.0,-116.0,0,639.0,125.92175273865415,261.0,-8.0,269.0,54132.428571428565
M,North Western Region,A Level or Equivalent,60-70%,35-55,0,120,N,Pass,88.16666666666667,100.0,67.0,12.890565025113007,6.0,0.0,-154.0,-154.0,0,1847.0,92.30319436924742,255.0,-24.0,279.0,162843.83333333334
M,Wales,HE Qualification,70-80%,35-55,0,60,N,Fail,76.0,86.0,57.0,7.965836142838077,12.0,0.0,-16.0,-16.0,0,312.0,118.00641025641026,256.0,2.0,254.0,23712.0
F,East Anglian Region,Lower Than A Level,0-10%,0-35,3,120,N,Fail,65.33333333333333,80.0,56.0,12.858201014657276,3.0,0.0,-131.0,-131.0,0,15.0,29.733333333333334,43.0,12.0,31.0,979.9999999999999
M,South Region,HE Qualification,70-80%,55<=,0,60,N,Distinction,86.41666666666667,100.0,48.0,15.228312945021688,12.0,0.0,-21.0,-21.0,0,1378.0,107.13207547169812,267.0,-18.0,285.0,119082.16666666667
F,South East Region,Lower Than A Level,40-50%,0-35,0,90,N,Withdrawn,74.66666666666667,88.0,62.0,13.012814197295425,3.0,0.0,-107.0,-107.0,1,660.0,52.53030303030303,128.0,-15.0,143.0,49280.0
F,London Region,HE Qualification,20-30%,0-35,1,60,Y,Fail,70.0,97.0,45.0,18.348478592697177,13.0,0.0,-97.0,-106.0,1,1390.0,81.03093525179857,236.0,-15.0,251.0,97300.0
F,Wales,HE Qualification,30-40%,35-55,0,120,N,Distinction,92.3,100.0,78.0,9.322016949137142,10.0,0.0,-46.0,-46.0,0,292.0,106.06164383561644,232.0,-9.0,241.0,26951.6
M,East Midlands Region,A Level or Equivalent,10-20,0-35,0,60,N,Withdrawn,0.0,0.0,0.0,0.0,0.0,0.0,-88.0,-88.0,1,35.0,14.257142857142858,25.0,-10.0,35.0,0.0
M,Scotland,Lower Than A Level,70-80%,0-35,0,120,N,Fail,55.0,55.0,55.0,0.0,1.0,0.0,-29.0,-29.0,0,13.0,16.23076923076923,27.0,6.0,21.0,715.0
M,Scotland,Lower Than A Level,0-10%,0-35,1,120,N,Withdrawn,65.0,72.0,58.0,9.899494936611665,2.0,0.0,-74.0,-74.0,1,144.0,26.479166666666668,63.0,-10.0,73.0,9360.0
M,Yorkshire Region,Lower Than A Level,10-20,0-35,0,120,N,Fail,58.25,82.0,38.0,13.99431702838367,12.0,0.0,-29.0,-29.0,0,446.0,139.152466367713,237.0,4.0,233.0,25979.5
F,Scotland,HE Qualification,60-70%,0-35,2,60,N,Pass,75.8,100.0,57.0,16.843396332094073,5.0,0.0,-43.0,-43.0,0,160.0,85.3875,236.0,15.0,221.0,12128.0
M,North Western Region,A Level or Equivalent,0-10%,0-35,1,60,N,Withdrawn,77.5,85.0,70.0,10.606601717798213,2.0,0.0,-145.0,-156.0,2,82.0,12.536585365853659,52.0,-25.0,77.0,6355.0
M,North Western Region,A Level or Equivalent,0-10%,35-55,0,120,N,Pass,84.41666666666667,97.0,67.0,10.405054133215806,12.0,0.0,-34.0,-34.0,0,1194.0,93.9463986599665,236.0,4.0,232.0,100793.5
M,Ireland,HE Qualification,0,0-35,0,30,N,Pass,66.4,87.0,22.0,25.92874852359828,5.0,0.0,-77.0,-123.0,1,860.0,68.62441860465117,236.0,-18.0,254.0,57104.00000000001
M,Wales,A Level or Equivalent,50-60%,0-35,1,135,N,Withdrawn,0.0,0.0,0.0,0.0,0.0,0.0,-81.0,-81.0,1,5.0,8.4,18.0,-6.0,24.0,0.0
M,Scotland,A Level or Equivalent,50-60%,0-35,0,90,N,Fail,82.0,92.0,72.0,14.142135623730951,2.0,0.0,-60.0,-60.0,0,317.0,37.662460567823345,156.0,-11.0,167.0,25994.0
M,Scotland,HE Qualification,40-50%,35-55,0,60,N,Withdrawn,0.0,0.0,0.0,0.0,0.0,0.0,-43.0,-43.0,1,7.0,26.0,29.0,25.0,4.0,0.0
M,Scotland,Lower Than A Level,40-50%,0-35,0,60,N,Withdrawn,72.0,88.0,40.0,27.712812921102035,3.0,0.3333333333333333,-42.666666666666664,-57.0,3,101.0,20.178217821782177,68.0,-3.0,71.0,7272.0
F,North Western Region,Lower Than A Level,10-20,35-55,1,120,N,Withdrawn,0.0,0.0,0.0,0.0,0.0,0.0,-110.0,-110.0,1,11.0,0.9090909090909091,10.0,-4.0,14.0,0.0
F,London Region,A Level or Equivalent,20-30%,0-35,1,60,N,Withdrawn,0.0,0.0,0.0,0.0,0.0,0.0,-117.0,-117.0,1,0.0,0.0,0.0,0.0,0.0,0.0
M,North Western Region,A Level or Equivalent,20-30%,35-55,0,60,Y,Withdrawn,24.2,33.0,10.0,9.808159868191382,6.0,0.0,-88.5,-135.0,2,464.0,31.887931034482758,150.0,-18.0,168.0,11228.8
F,East Anglian Region,Lower Than A Level,40-50%,0-35,0,30,N,Fail,88.0,100.0,75.0,13.19090595827292,6.0,0.0,-8.0,-8.0,0,127.0,92.44094488188976,173.0,-8.0,181.0,11176.0
M,South East Region,Lower Than A Level,70-80%,0-35,0,60,N,Withdrawn,66.0,68.0,64.0,2.8284271247461903,2.0,0.0,-73.0,-73.0,1,292.0,23.027397260273972,89.0,-18.0,107.0,19272.0
M,East Anglian Region,Lower Than A Level,90-100%,0-35,0,60,N,Withdrawn,73.33333333333333,90.0,48.0,22.300971578236975,3.0,0.0,-53.0,-53.0,1,140.0,17.757142857142856,90.0,-12.0,102.0,10266.666666666666
M,West Midlands Region,Lower Than A Level,90-100%,0-35,0,150,N,Withdrawn,68.75,93.0,47.0,15.545388091298685,12.0,0.0,-170.0,-190.0,1,678.0,107.90560471976401,256.0,-15.0,271.0,46612.5
F,East Midlands Region,A Level or Equivalent,60-70%,0-35,0,120,N,Fail,81.7,100.0,66.0,13.466419139639328,10.0,0.0,-129.0,-129.0,0,87.0,129.77011494252875,241.0,-7.0,248.0,7107.900000000001
M,North Western Region,A Level or Equivalent,80-90%,0-35,0,60,N,Pass,87.58333333333333,99.0,77.0,5.976595767633692,12.0,0.0,-106.0,-106.0,0,1176.0,89.13095238095238,240.0,-18.0,258.0,102998.0
M,North Western Region,Lower Than A Level,40-50%,0-35,0,90,N,Pass,80.58333333333333,99.0,66.0,10.166418278138107,12.0,0.0,-117.0,-117.0,0,287.0,109.2404181184669,268.0,5.0,263.0,23127.416666666664
F,South Region,A Level or Equivalent,40-50%,35-55,0,120,N,Distinction,62.2,95.0,1.0,35.90543134401813,5.0,0.0,-38.0,-38.0,0,110.0,95.91818181818182,235.0,-9.0,244.0,6842.0
F,Scotland,A Level or Equivalent,40-50%,35-55,0,60,N,Pass,59.2,78.0,1.0,32.75209916936623,5.0,0.0,-100.0,-100.0,0,475.0,107.13052631578947,234.0,-9.0,243.0,28120.0
M,South East Region,A Level or Equivalent,30-40%,35-55,0,90,N,Withdrawn,91.0,98.0,83.0,6.164414002968976,4.0,0.0,-135.0,-135.0,1,510.0,91.06666666666666,250.0,-18.0,268.0,46410.0
M,West Midlands Region,A Level or Equivalent,10-20,0-35,2,240,N,Fail,91.375,100.0,78.0,9.308598175880192,16.0,0.5,-65.5,-95.0,1,438.0,36.94292237442922,158.0,-9.0,167.0,40022.25
M,East Anglian Region,A Level or Equivalent,30-40%,0-35,0,60,N,Distinction,84.85714285714286,96.0,73.0,7.515064236331614,7.0,0.0,-32.0,-32.0,0,289.0,79.58131487889273,242.0,-25.0,267.0,24523.714285714286
F,East Anglian Region,Lower Than A Level,50-60%,0-35,0,60,N,Fail,46.333333333333336,60.0,37.0,12.096831541082704,3.0,0.0,-99.0,-99.0,0,72.0,17.15277777777778,110.0,0.0,110.0,3336.0
M,West Midlands Region,A Level or Equivalent,50-60%,0-35,0,120,N,Fail,63.125,90.0,28.0,23.697121585301694,8.0,0.0,-25.0,-25.0,1,319.0,55.893416927899686,177.0,-14.0,191.0,20136.875
F,Scotland,HE Qualification,50-60%,0-35,0,60,N,Withdrawn,0.0,0.0,0.0,0.0,0.0,0.0,-24.0,-24.0,1,13.0,-14.076923076923077,-11.0,-15.0,4.0,0.0
F,North Western Region,Lower Than A Level,80-90%,0-35,0,120,N,Distinction,87.14285714285714,91.0,81.0,3.6253078686998625,7.0,0.0,-63.0,-63.0,0,1196.0,114.1989966555184,261.0,-18.0,279.0,104222.85714285714
M,West Midlands Region,Lower Than A Level,30-40%,35-55,0,60,N,Pass,76.71428571428571,100.0,60.0,12.53946152105804,7.0,0.0,-23.0,-23.0,0,243.0,78.19341563786008,226.0,-5.0,231.0,18641.571428571428
F,Wales,Lower Than A Level,40-50%,0-35,0,60,N,Fail,71.0,100.0,54.0,25.238858928247925,3.0,0.0,-31.0,-31.0,0,85.0,18.4,47.0,-5.0,52.0,6035.0
M,Scotland,HE Qualification,0,35-55,0,60,N,Pass,83.0,93.0,71.0,7.223698372843248,12.0,0.0,-87.0,-87.0,0,1461.0,102.43942505133471,254.0,-18.0,272.0,121263.0
F,London Region,Lower Than A Level,40-50%,0-35,0,90,N,Fail,50.0,50.0,50.0,0.0,1.0,0.0,-34.0,-34.0,0,170.0,14.041176470588235,50.0,-11.0,61.0,8500.0
M,North Region,HE Qualification,30-40%,35-55,0,60,N,Pass,64.8,73.0,56.0,6.300793600809346,5.0,0.0,-74.0,-74.0,0,168.0,101.89285714285714,264.0,-23.0,287.0,10886.4
F,South Region,A Level or Equivalent,50-60%,0-35,0,30,N,Pass,74.45454545454545,100.0,1.0,30.424870209628295,11.0,0.0,-72.0,-86.0,1,228.0,112.17543859649123,237.0,-1.0,238.0,16975.636363636364
M,West Midlands Region,A Level or Equivalent,20-30%,0-35,0,60,N,Pass,75.75,89.0,53.0,16.839932699786345,4.0,0.0,-29.0,-29.0,0,424.0,80.86792452830188,239.0,-10.0,249.0,32118.0
F,North Western Region,A Level or Equivalent,60-70%,35-55,0,30,N,Distinction,89.57142857142857,100.0,60.0,15.640302030940692,7.0,0.0,-36.0,-36.0,0,168.0,144.98809523809524,239.0,-4.0,243.0,15048.0
M,Ireland,A Level or Equivalent,0,35-55,0,90,N,Pass,76.0,99.0,46.0,16.073693924037386,12.0,0.0,-98.0,-98.0,0,624.0,99.80608974358974,269.0,-18.0,287.0,47424.0
M,Scotland,Lower Than A Level,70-80%,0-35,0,60,N,Withdrawn,0.0,0.0,0.0,0.0,0.0,0.0,-34.0,-34.0,1,38.0,1.4473684210526316,19.0,-17.0,36.0,0.0
F,South East Region,A Level or Equivalent,90-100%,35-55,0,60,N,Pass,87.63636363636364,100.0,75.0,10.259363793849287,11.0,0.0,-30.0,-30.0,0,74.0,106.48648648648648,219.0,10.0,209.0,6485.090909090909
F,West Midlands Region,A Level or Equivalent,60-70%,0-35,0,90,N,Pass,62.30769230769231,81.0,33.0,17.50897205903598,13.0,0.0,-82.0,-82.0,0,1340.0,78.3910447761194,240.0,-16.0,256.0,83492.30769230769
F,West Midlands Region,A Level or Equivalent,0-10%,35-55,0,60,N,Fail,0.0,0.0,0.0,0.0,0.0,0.0,-21.0,-21.0,0,18.0,0.8888888888888888,2.0,-2.0,4.0,0.0
M,South Region,HE Qualification,90-100%,35-55,0,90,Y,Withdrawn,76.1,100.0,45.0,15.993090613399932,20.0,0.0,-63.0,-155.0,1,994.0,118.17102615694165,268.0,-16.0,284.0,75643.4
M,South East Region,Lower Than A Level,70-80%,0-35,0,60,N,Fail,41.666666666666664,80.0,20.0,33.291640592396966,3.0,0.0,-32.0,-32.0,0,131.0,56.19847328244275,251.0,-18.0,269.0,5458.333333333333
M,South Region,HE Qualification,60-70%,0-35,0,60,N,Pass,70.0,100.0,40.0,17.928429140015908,8.0,0.0,-43.0,-43.0,0,121.0,130.25619834710744,257.0,8.0,249.0,8470.0
F,East Midlands Region,HE Qualification,20-30%,35-55,0,60,N,Withdrawn,0.0,0.0,0.0,0.0,0.0,0.0,-88.0,-88.0,1,0.0,0.0,0.0,0.0,0.0,0.0
F,North Western Region,Lower Than A Level,40-50%,35-55,0,60,N,Fail,72.25,90.0,42.0,14.716255699673807,12.0,0.0,-17.0,-31.0,0,745.0,87.73557046979866,247.0,-5.0,252.0,53826.25
F,North Region,Lower Than A Level,20-30%,0-35,0,120,N,Withdrawn,77.6,100.0,49.0,24.66373856494591,5.0,0.0,-109.0,-109.0,1,50.0,61.32,131.0,0.0,131.0,3879.9999999999995
M,Yorkshire Region,A Level or Equivalent,70-80%,0-35,0,60,N,Withdrawn,0.0,0.0,0.0,0.0,0.0,0.0,-119.0,-119.0,1,0.0,0.0,0.0,0.0,0.0,0.0
M,South Region,A Level or Equivalent,70-80%,0-35,0,60,N,Distinction,93.28571428571429,100.0,73.0,6.899593872424351,14.0,0.0,-22.0,-22.0,0,595.0,84.03529411764706,232.0,-12.0,244.0,55505.0
M,Ireland,A Level or Equivalent,80-90%,35-55,0,60,N,Pass,74.5,92.0,8.0,33.41107600781513,6.0,0.0,-81.0,-81.0,0,381.0,74.21522309711285,239.0,-17.0,256.0,28384.5
F,North Region,HE Qualification,0,35-55,0,90,N,Distinction,95.44444444444444,100.0,89.0,3.2058973436118903,9.0,0.0,-109.0,-109.0,0,1013.0,144.17176702862784,263.0,-18.0,281.0,96685.22222222222
M,South West Region,Lower Than A Level,40-50%,0-35,0,30,N,Fail,39.0,39.0,39.0,0.0,1.0,0.0,-24.0,-24.0,0,49.0,49.12244897959184,67.0,28.0,39.0,1911.0
F,North Western Region,Lower Than A Level,20-30%,0-35,0,60,N,Withdrawn,0.0,0.0,0.0,0.0,0.0,0.0,-39.0,-39.0,1,116.0,-0.8017241379310345,10.0,-17.0,27.0,0.0
F,Wales,HE Qualification,40-50%,35-55,0,60,N,Pass,74.8,100.0,68.0,14.096098751072937,5.0,0.0,-21.0,-21.0,0,349.0,113.83094555873926,237.0,-5.0,242.0,26105.2
M,South East Region,A Level or Equivalent,30-40%,0-35,0,150,N,Pass,43.333333333333336,80.0,11.0,21.27204738618265,9.0,0.0,-85.5,-93.0,1,492.0,81.8150406504065,241.0,-20.0,261.0,21320.0
F,West Midlands Region,A Level or Equivalent,0-10%,0-35,0,60,N,Pass,62.8,83.0,0.0,35.25195030065713,5.0,0.0,-26.5,-29.0,1,307.0,101.20195439739413,240.0,-18.0,258.0,19279.6
M,Wales,HE Qualification,30-40%,0-35,0,90,N,Withdrawn,0.0,0.0,0.0,0.0,0.0,0.0,-131.0,-131.0,1,4.0,-14.0,-14.0,-14.0,0.0,0.0
M,North Western Region,Lower Than A Level,0-10%,0-35,0,60,N,Pass,71.0,83.0,61.0,7.668115805072325,6.0,0.0,-88.0,-88.0,0,417.0,84.27338129496403,236.0,-18.0,254.0,29607.0
F,East Anglian Region,A Level or Equivalent,60-70%,35-55,0,120,N,Fail,72.0,72.0,72.0,0.0,1.0,0.0,-58.0,-58.0,0,100.0,21.25,91.0,-17.0,108.0,7200.0
M,Wales,A Level or Equivalent,60-70%,0-35,0,120,N,Pass,77.25,96.0,62.0,9.526279441628827,12.0,0.0,-60.0,-60.0,0,397.0,122.4735516372796,238.0,-16.0,254.0,30668.25
M,London Region,HE Qualification,30-40%,35-55,1,130,N,Fail,55.0,81.0,28.0,15.868207208125309,11.0,0.0,-22.0,-22.0,0,227.0,92.84581497797357,215.0,-3.0,218.0,12485.0
M,West Midlands Region,A Level or Equivalent,30-40%,35-55,0,60,N,Pass,74.85714285714286,93.0,30.0,22.615839371471278,7.0,0.0,-152.0,-152.0,0,1262.0,103.06259904912837,258.0,-17.0,275.0,94469.71428571429
F,South Region,A Level or Equivalent,50-60%,0-35,0,60,N,Pass,70.8,100.0,53.0,14.520483616066114,10.0,0.0,-67.0,-67.0,0,99.0,89.54545454545455,220.0,5.0,215.0,7009.2
M,East Anglian Region,A Level or Equivalent,90-100%,0-35,0,60,N,Pass,81.41666666666667,99.0,67.0,8.218143268882503,12.0,0.0,-24.0,-24.0,0,467.0,89.14989293361884,241.0,-18.0,259.0,38021.583333333336
F,West Midlands Region,A Level or Equivalent,20-30%,0-35,0,60,N,Withdrawn,0.0,0.0,0.0,0.0,0.0,0.0,-62.0,-102.0,2,0.0,0.0,0.0,0.0,0.0,0.0
F,London Region,Lower Than A Level,80-90%,0-35,0,30,N,Fail,77.33333333333333,100.0,65.0,19.65536398374076,3.0,0.0,-45.0,-45.0,0,51.0,72.49019607843137,122.0,-7.0,129.0,3943.9999999999995
F,London Region,HE Qualification,20-30%,0-35,0,180,N,Withdrawn,0.0,0.0,0.0,0.0,0.0,0.0,-29.0,-29.0,1,0.0,0.0,0.0,0.0,0.0,0.0
M,North Western Region,A Level or Equivalent,20-30%,35-55,1,60,N,Fail,76.28571428571429,87.0,64.0,11.55731061153193,7.0,0.5714285714285714,-126.0,-139.0,1,400.0,38.36,148.0,-8.0,156.0,30514.285714285717
F,South West Region,HE Qualification,40-50%,35-55,0,120,N,Pass,76.5,100.0,60.0,15.686158087803257,10.0,0.0,-46.0,-46.0,0,275.0,97.55636363636364,243.0,-10.0,253.0,21037.5
M,East Midlands Region,Lower Than A Level,90-100%,35-55,0,30,N,Withdrawn,86.25,92.0,79.0,5.377421934967227,4.0,0.0,-54.0,-59.0,1,609.0,104.39080459770115,266.0,-8.0,274.0,52526.25
F,South Region,Lower Than A Level,60-70%,35-55,0,60,N,Pass,62.8,88.0,1.0,35.44996473905157,5.0,0.0,-64.0,-64.0,0,257.0,91.03501945525292,224.0,1.0,223.0,16139.599999999999
M,East Anglian Region,Lower Than A Level,0-10%,0-35,0,120,N,Fail,0.0,0.0,0.0,0.0,0.0,0.0,-76.0,-172.0,1,0.0,0.0,0.0,0.0,0.0,0.0
M,Scotland,A Level or Equivalent,90-100%,0-35,0,150,N,Withdrawn,0.0,0.0,0.0,0.0,0.0,0.0,-151.0,-185.0,3,0.0,0.0,0.0,0.0,0.0,0.0
F,North Western Region,A Level or Equivalent,60-70%,0-35,1,120,N,Pass,44.857142857142854,59.0,35.0,9.78823394742503,7.0,0.0,-145.0,-145.0,0,263.0,109.04182509505704,255.0,-13.0,268.0,11797.42857142857
F,Scotland,HE Qualification,30-40%,0-35,0,60,N,Fail,0.0,0.0,0.0,0.0,0.0,0.0,-85.0,-85.0,0,12.0,2.0,2.0,2.0,0.0,0.0
M,Wales,Lower Than A Level,0-10%,35-55,0,60,N,Fail,59.81818181818182,80.0,40.0,12.560399530414482,11.0,0.0,-38.0,-38.0,0,35.0,127.4,207.0,37.0,170.0,2093.6363636363635
M,East Midlands Region,Lower Than A Level,70-80%,35-55,0,30,N,Pass,92.77777777777777,100.0,80.0,9.052317076000179,9.0,0.0,-13.0,-13.0,0,241.0,135.60165975103735,228.0,-1.0,229.0,22359.44444444444
M,London Region,Lower Than A Level,10-20,55<=,0,90,N,Fail,61.333333333333336,92.0,40.0,27.227437142216182,3.0,0.0,-128.0,-128.0,0,274.0,57.57299270072993,212.0,-17.0,229.0,16805.333333333336
M,London Region,Lower Than A Level,20-30%,0-35,0,60,Y,Fail,58.166666666666664,76.0,48.0,8.891603120956653,12.0,0.0,-80.0,-80.0,0,1453.0,128.13351686166553,268.0,-18.0,286.0,84516.16666666666
M,South East Region,A Level or Equivalent,10-20,0-35,0,120,N,Withdrawn,0.0,0.0,0.0,0.0,0.0,0.0,-139.5,-143.0,2,0.0,0.0,0.0,0.0,0.0,0.0
F,West Midlands Region,Lower Than A Level,0-10%,0-35,0,120,N,Pass,85.8,100.0,74.0,10.674996747332317,10.0,0.0,-15.0,-15.0,0,381.0,94.13648293963254,235.0,-7.0,242.0,32689.8
M,West Midlands Region,Lower Than A Level,40-50%,35-55,0,60,N,Pass,64.42857142857143,86.0,36.0,17.15475777403208,7.0,0.0,-150.0,-150.0,0,197.0,75.87817258883248,229.0,-18.0,247.0,12692.428571428572
F,East Midlands Region,Lower Than A Level,20-30%,35-55,1,60,N,Pass,62.2,100.0,40.0,22.509997778764884,5.0,0.0,-116.0,-116.0,0,214.0,101.83644859813084,236.0,2.0,234.0,13310.800000000001
F,Ireland,A Level or Equivalent,0-10%,0-35,1,120,Y,Pass,75.92307692307692,100.0,60.0,14.795616121346768,13.0,0.23076923076923078,-12.0,-29.0,1,324.0,101.30555555555556,219.0,-7.0,226.0,24599.076923076922
F,West Midlands Region,A Level or Equivalent,0-10%,0-35,0,30,N,Fail,0.0,0.0,0.0,0.0,0.0,0.0,-17.0,-17.0,0,0.0,0.0,0.0,0.0,0.0,0.0
F,Scotland,A Level or Equivalent,60-70%,35-55,1,30,N,Withdrawn,58.666666666666664,68.0,48.0,9.003702941938203,6.0,0.5,-97.5,-170.0,2,159.0,47.660377358490564,143.0,-11.0,154.0,9328.0
M,South West Region,Lower Than A Level,30-40%,0-35,0,60,N,Fail,45.714285714285715,75.0,20.0,21.723369027495757,7.0,0.0,-57.0,-57.0,0,534.0,90.47940074906367,240.0,-6.0,246.0,24411.428571428572
